waf_id,pillar_name,principle,best_practice,capabilities,details,query_table_name,threshold_percentage,metric_definition,recommendation_if_not_met,evaluation_type
SCP-01-06,"04 - Security, Compliance and Privacy",Manage identity and access using least privilege,Use token management.,Token Management,"When personal access tokens are enabled on a workspace, users with the CAN USE permission can generate personal access tokens to access Databricks REST APIs, and they can generate these tokens with any expiration date they like, including an indefinite lifetime. By default, no non-admin workspace users have the CAN USE permission, meaning that they cannot create or use personal access tokens.

As a Databricks workspace admin, you can disable personal access tokens for a workspace, monitor and revoke tokens, control which non-admin users can create tokens and use tokens, and set a maximum lifetime for new tokens.

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Use token management.,"When personal access tokens are enabled on a workspace, users with the CAN USE permission can generate personal access tokens to access Databricks REST APIs, and they can generate these tokens with any expiration date they like, including an indefinite lifetime.",automatic
SCP-01-07,"04 - Security, Compliance and Privacy",Manage identity and access using least privilege,SCIM synchronization of users and groups.,Scim Sync,"SCIM lets you use an identity provider (IdP) to create users in Databricks, give them the proper level of access, and remove access (deprovision them) when they leave your organization or no longer need access to Databricks.

You can use a SCIM provisioning connector in your IdP or invoke the Identity and Access Management SCIM APIs to manage provisioning. You can also use these APIs to manage 
identities in Databricks directly, without an IdP.

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: SCIM synchronization of users and groups.,"SCIM lets you use an identity provider (IdP) to create users in Databricks, give them the proper level of access, and remove access (deprovision them) when they leave your organization or no longer need access to Databricks.",automatic
SCP-01-08,"04 - Security, Compliance and Privacy",Manage identity and access using least privilege,Limit cluster creation rights.,Databricks Cluster Policies,"A policy is a tool workspace admins can use to limit a user or group’s compute creation permissions based on a set of policy rules.
Policies provide the following benefits:

Limit users to creating clusters with prescribed settings.
Limit users to creating a certain number of clusters.
Simplify the user interface and enable more users to create their own clusters (by fixing and hiding some values).
Control cost by limiting per cluster maximum cost (by setting limits on attributes whose values contribute to hourly price).
Enforce cluster-scoped library installations (Public Preview).

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Limit cluster creation rights.,A policy is a tool workspace admins can use to limit a user or group’s compute creation permissions based on a set of policy rules.,automatic
SCP-01-09,"04 - Security, Compliance and Privacy",Manage identity and access using least privilege,Store and use secrets securely.,Databricks Secret Management,https://docs.databricks.com/en/security/secrets/index.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Store and use secrets securely.,https://docs.databricks.com/en/security/secrets/index.html,automatic
SCP-01-10,"04 - Security, Compliance and Privacy",Manage identity and access using least privilege,Cross-account IAM role configuration.,,https://docs.databricks.com/en/administration-guide/cloud-configurations/aws/permissions.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Cross-account IAM role configuration.,https://docs.databricks.com/en/administration-guide/cloud-configurations/aws/permissions.html,automatic
SCP-01-11,"04 - Security, Compliance and Privacy",Manage identity and access using least privilege,Customer-approved workspace login.,Databricks SSO,"Single sign-on enables you to authenticate your users using your organization’s identity provider. Databricks recommends configuring SSO for greater security and improved usability. Once SSO is configured, you can enable fine-grained access control, such as multi-factor authentication, via your identity provider. Unified login allows you to manage one SSO configuration in your account that is used for the account and Databricks workspaces. If your account was created before June 21, 2023, you can also manage SSO individually on your account and workspaces. See Set up SSO in your Databricks account console and Set up SSO for your workspace. 

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Customer-approved workspace login.,Single sign-on enables you to authenticate your users using your organization’s identity provider.,automatic
SCP-01-12,"04 - Security, Compliance and Privacy",Manage identity and access using least privilege,Use clusters that support user isolation.,Unity Catalog,"Access mode is a security feature that determines who can use the compute and what data they can access via the compute. Every compute in Databricks has an access mode.

Databricks recommends that you use shared access mode for all workloads. Only use the single user access mode if your required functionality is not supported by shared access mode. 

AWS | Azure | GCP
Blog
AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Use clusters that support user isolation.,Access mode is a security feature that determines who can use the compute and what data they can access via the compute.,automatic
SCP-01-13,"04 - Security, Compliance and Privacy",Manage identity and access using least privilege,Use service principals to run production jobs.,Unity Catalog,"A service principal is an identity that you create in Databricks for use with automated tools, jobs, and applications. Service principals give automated tools and scripts API-only access to Databricks resources, providing greater security than using users or groups.

You can grant and restrict a service principal’s access to resources in the same way as you can a Databricks user. For example, you can do the following:

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Use service principals to run production jobs.,"A service principal is an identity that you create in Databricks for use with automated tools, jobs, and applications.",automatic
SCP-02-01,"04 - Security, Compliance and Privacy",Protect data in transit and at rest,Avoid storing production data in DBFS.,Databricks Workspace,"Because the DBFS root is accessible to all users in a workspace, all users can access any data stored here. It is important to instruct users to avoid using this location for storing sensitive data. The default location for managed tables in the Hive metastore on Databricks is the DBFS root; to prevent end users who create managed tables from writing to the DBFS root, declare a location on external storage when creating databases in the Hive metastore.

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Avoid storing production data in DBFS.,"Because the DBFS root is accessible to all users in a workspace, all users can access any data stored here.",automatic
SCP-02-02,"04 - Security, Compliance and Privacy",Protect data in transit and at rest,Secure access to cloud storage.,Unity Catalog,"Databricks recommends using Unity Catalog to manage access to all data stored in cloud object storage. Unity Catalog provides a suite of tools to configure secure connections to cloud object storage.

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Secure access to cloud storage.,Databricks recommends using Unity Catalog to manage access to all data stored in cloud object storage.,automatic
SCP-02-03,"04 - Security, Compliance and Privacy",Protect data in transit and at rest,Use data exfiltration settings within the admin console.,Databricks Workspace,https://www.databricks.com/blog/2021/02/02/data-exfiltration-protection-with-databricks-on-aws.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Use data exfiltration settings within the admin console.,https://www.databricks.com/blog/2021/02/02/data-exfiltration-protection-with-databricks-on-aws.html,automatic
SCP-02-04,"04 - Security, Compliance and Privacy",Protect data in transit and at rest,Use bucket versioning.,Cloud,You can use S3 bucket versioning to provide additional redundancy for data stored with Delta Lake. Databricks recommends implementing a lifecycle management policy for all S3 buckets with versioning enabled. Databricks recommends retaining three versions.,waf_controls_s,80,Percentage of applicable resources that satisfy: Use bucket versioning.,You can use S3 bucket versioning to provide additional redundancy for data stored with Delta Lake.,automatic
SCP-02-05,"04 - Security, Compliance and Privacy",Protect data in transit and at rest,Encrypt storage and restrict access.,Unity Catalog,"An external location is an object that combines a cloud storage path with a storage credential that authorizes access to the cloud storage path. Each storage location is subject to Unity Catalog access-control policies that control which users and groups can access the credential. If a user does not have access to a storage location in Unity Catalog, the request fails and Unity Catalog does not attempt to authenticate to your cloud tenant on the user’s behalf.  

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Encrypt storage and restrict access.,An external location is an object that combines a cloud storage path with a storage credential that authorizes access to the cloud storage path.,automatic
SCP-02-06,"04 - Security, Compliance and Privacy",Protect data in transit and at rest,Add a customer-managed key for managed services.,Unity Catalog,"Databricks has two customer-managed key use cases that involve different types of data and locations:

Managed services: Data in the Databricks control plane (notebooks, secrets, and Databricks SQL query data).
Workspace storage: Your workspace root S3 buckets and the EBS volumes of compute resources in the classic compute plane.

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Add a customer-managed key for managed services.,"Databricks has two customer-managed key use cases that involve different types of data and locations:

Managed services: Data in the Databricks control plane (notebooks, secrets, and Databricks SQL query data).",automatic
SCP-02-07,"04 - Security, Compliance and Privacy",Protect data in transit and at rest,Add a customer-managed key for workspace storage.,Databricks Workspace,https://www.databricks.com/blog/2021/02/02/data-exfiltration-protection-with-databricks-on-aws.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Add a customer-managed key for workspace storage.,https://www.databricks.com/blog/2021/02/02/data-exfiltration-protection-with-databricks-on-aws.html,automatic
SCP-03-01,"04 - Security, Compliance and Privacy",Secure your network and identify and protect endpoints,Deploy with a customer-managed VPC or VNet.,Cloud,"By default, clusters are created in a single AWS VPC (Virtual Private Cloud) that Databricks creates and configures in your AWS account. You can optionally create your Databricks workspaces in your own VPC, a feature known as customer-managed VPC. You can use a customer-managed VPC to exercise more control over your network configurations to comply with specific cloud security and governance standards your organization may require. To configure your workspace to use AWS Private Link for any type of connection, your workspace must use a customer-managed VPC. 

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Deploy with a customer-managed VPC or VNet.,"By default, clusters are created in a single AWS VPC (Virtual Private Cloud) that Databricks creates and configures in your AWS account.",automatic
SCP-03-02,"04 - Security, Compliance and Privacy",Secure your network and identify and protect endpoints,Use IP access lists.,Cloud,https://docs.databricks.com/en/security/network/front-end/ip-access-list.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Use IP access lists.,https://docs.databricks.com/en/security/network/front-end/ip-access-list.html,automatic
SCP-03-03,"04 - Security, Compliance and Privacy",Secure your network and identify and protect endpoints,Implement network exfiltration protections.,Cloud,https://www.databricks.com/blog/2021/02/02/data-exfiltration-protection-with-databricks-on-aws.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Implement network exfiltration protections.,https://www.databricks.com/blog/2021/02/02/data-exfiltration-protection-with-databricks-on-aws.html,automatic
SCP-03-04,"04 - Security, Compliance and Privacy",Secure your network and identify and protect endpoints,Apply VPC service controls.,Databricks Workspace,https://docs.aws.amazon.com/awsconsolehelpdocs/latest/gsg/implementing-console-private-access-policies.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Apply VPC service controls.,https://docs.aws.amazon.com/awsconsolehelpdocs/latest/gsg/implementing-console-private-access-policies.html,automatic
SCP-03-05,"04 - Security, Compliance and Privacy",Secure your network and identify and protect endpoints,Use VPC endpoint policies.,IP access List,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-access.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Use VPC endpoint policies.,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-access.html,automatic
SCP-03-06,"04 - Security, Compliance and Privacy",Secure your network and identify and protect endpoints,Configure Private Link.,Private link,https://docs.databricks.com/en/security/network/classic/privatelink.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Configure Private Link.,https://docs.databricks.com/en/security/network/classic/privatelink.html,automatic
SCP-04-01,"04 - Security, Compliance and Privacy",Review the Shared Responsibility Model,Review the Shared Responsibility Model.,Shared Responsibility Model,"The Databricks shared responsibility model outlines the security and compliance obligations of Databricks, the cloud service provider and the customer with respect to the data and services on the Databricks platform.

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Review the Shared Responsibility Model.,"The Databricks shared responsibility model outlines the security and compliance obligations of Databricks, the cloud service provider and the customer with respect to the data and services on the Databricks platform.",automatic
SCP-05-01,"04 - Security, Compliance and Privacy",Meet compliance and data privacy requirements,Review the Databricks compliance programs.,Security and Compliance Guide,https://docs.databricks.com/en/security/index.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Review the Databricks compliance programs.,https://docs.databricks.com/en/security/index.html,automatic
SCP-06-01,"04 - Security, Compliance and Privacy",Monitor system security,Monitor workspace using System tables,Unity Catalog,https://community.databricks.com/t5/technical-blog/overwatch-the-observability-tool-for-databricks/ba-p/54120,waf_controls_s,80,Percentage of applicable resources that satisfy: Monitor workspace using System tables.,https://community.databricks.com/t5/technical-blog/overwatch-the-observability-tool-for-databricks/ba-p/54120,automatic
SCP-06-02,"04 - Security, Compliance and Privacy",Monitor system security,Use Databricks audit log.,Unity Catalog,https://docs.databricks.com/en/administration-guide/system-tables/audit-logs.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Use Databricks audit log.,https://docs.databricks.com/en/administration-guide/system-tables/audit-logs.html,automatic
SCP-06-03,"04 - Security, Compliance and Privacy",Monitor system security,Monitor provisioning activities.,Unity Catalog,https://docs.databricks.com/en/administration-guide/system-tables/audit-logs.html,waf_controls_s,80,Percentage of applicable resources that satisfy: Monitor provisioning activities.,https://docs.databricks.com/en/administration-guide/system-tables/audit-logs.html,automatic
SCP-06-04,"04 - Security, Compliance and Privacy",Monitor system security,Use Enhanced Security Monitoring or Compliance Security Profile,Databricks Compliance security profile,"Enhanced Security Monitoring (ESM) and Compliance Security Profile (CSP) provide the most secure baseline for
Databricks deployments.
Enhanced Security Monitoring provides:
1. An AMI with enhanced CIS Level 1 hardening
2. Behavior-based malware monitoring and file integrity monitoring (Capsule8)
3. Malware and anti-virus detection (ClamAV)
4. Qualys vulnerability reports from a representative host OS
The Compliance Security Profile takes all the benefits above, and layers on additional security controls required to meet
compliance requirements:
1. FIPS 140-2 Level 1 validated encryption modules (where possible)
2. AWS Nitro VM enforcement for data at rest and in transit encryption
3. Cluster update enforcement (auto-restart after 25 days)
4. HIPAA, PCI-DSS, FedRAMP Moderate compliant features and controls

AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Use Enhanced Security Monitoring or Compliance Security Profile.,"Enhanced Security Monitoring (ESM) and Compliance Security Profile (CSP) provide the most secure baseline for
Databricks deployments.",automatic
SCP-06-05,"04 - Security, Compliance and Privacy",Monitor system security,Configure tagging to monitor usage and enable charge-back.,Tagging,"To track Databricks usage through to AWS resource billing can configure tagging on clusters or pools. These can also be
enforced via cluster policies for different groups within your organization.

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Configure tagging to monitor usage and enable charge-back.,To track Databricks usage through to AWS resource billing can configure tagging on clusters or pools.,automatic
SCP-07-01,"04 - Security, Compliance and Privacy",Generic controls,Use AWS Nitro instances.,Databricks Compliance security profile,"AWS Nitro instances can provide two major security benefits:
1. AWS Nitro instances use NVMe disks that automatically encrypt data at rest. From AWS docs as of July 19 2021:
The data on NVMe instance storage is encrypted using an XTS-AES-256 block cipher implemented in a
hardware module on the instance. The encryption keys are generated using the hardware module and
are unique to each NVMe instance storage device. All encryption keys are destroyed when the instance is
stopped or terminated and cannot be recovered. You cannot disable this encryption and you cannot
provide your own encryption key.
2. Many AWS Nitro instances also automatically encrypt data in transit between hosts. You can configure instance
types included in the Encryption in Transit section of the AWS Nitro documentation so that intra-cluster
(inter-host) traffic will be encrypted in-transit.
Databricks cannot authoritatively provide detail on capabilities in AWS, and the information above is provided on a
best-effort basis as a convenience to Databricks customers.",waf_controls_s,80,Percentage of applicable resources that satisfy: Use AWS Nitro instances.,"AWS Nitro instances can provide two major security benefits:
1.",automatic
SCP-07-02,"04 - Security, Compliance and Privacy",Generic controls,Service quotas.,Databricks Quotas,"Every service launched on a cloud will have to take limits into account, such as access rate limits, number of instances, number of users, and memory requirements. For your cloud provider, check the cloud limits. Before designing a solution, these limits must be understood. 

AWS | Azure | GCP
AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Service quotas.,"Every service launched on a cloud will have to take limits into account, such as access rate limits, number of instances, number of users, and memory requirements.",automatic
SCP-07-03,"04 - Security, Compliance and Privacy",Generic controls,Leverage CI/CD processes to scan code for hard-coded secrets.,Cloud,"Mature organizations often build production workloads by using CI/CD to integrate code scanning, better control
permissions, perform linting, and more. When there is highly sensitive data analyzed, a CI/CD process can also allow
scanning for known scenarios such as hard coded secrets.",waf_controls_s,80,Percentage of applicable resources that satisfy: Leverage CI/CD processes to scan code for hard-coded secrets.,"Mature organizations often build production workloads by using CI/CD to integrate code scanning, better control
permissions, perform linting, and more.",automatic
SCP-07-04,"04 - Security, Compliance and Privacy",Generic controls,Isolate sensitive workloads into different workspaces.,Databricks Workspace,"While Databricks has numerous capabilities for isolating different workloads, such as table ACLs and IAM passthrough for
very sensitive workloads, the primary isolation method is to move sensitive workloads to a different workspace. This
sometimes happens when a customer has very different teams (for example, a security team and a marketing team) who
must both analyze different data in Databricks.

Blog",waf_controls_s,80,Percentage of applicable resources that satisfy: Isolate sensitive workloads into different workspaces.,"While Databricks has numerous capabilities for isolating different workloads, such as table ACLs and IAM passthrough for
very sensitive workloads, the primary isolation method is to move sensitive workloads to a different workspace.",automatic
SCP-07-05,"04 - Security, Compliance and Privacy",Generic controls,Controlling libraries.,Databricks Libraries,"By default, Databricks allows customers to install Python, R, or scala libraries from the standard public repositories, such
as pypi, CRAN, or maven.
Those who are concerned about supply-chain attacks, can host their own repositories and then configure Databricks to
use those instead. You can block access to other sources of libraries. Documentation for doing so is outside the scope of
this document, but reach out to your Databricks team for assistance as required. 

AWS | Azure | GCP",waf_controls_s,80,Percentage of applicable resources that satisfy: Controlling libraries.,"By default, Databricks allows customers to install Python, R, or scala libraries from the standard public repositories, such
as pypi, CRAN, or maven.",automatic
SCP-EX01-01,"04 - Security, Compliance and Privacy",Identity and access management (extended),Use Automatic Identity Management (Azure) or SCIM via corporate IdP (AWS/GCP),Automatic Identity Management; SCIM; Microsoft Entra ID; Okta; Account Console,"Modern automated identity sync from the corporate IdP. On Azure Databricks, AIM is the recommended path: it uses Microsoft Entra ID's ObjectId as source of truth, supports nested groups and service principals, and is enabled by default for accounts created after August 1, 2025. On AWS/GCP, SCIM 2.0 from the corporate IdP (Okta, Entra ID, OneLogin) is the equivalent. Manual identity creation in the Account Console breaks the joiner/mover/leaver workflow because it is not tied to HR/IdP changes.",waf_controls_s,100,On Azure: AIM enabled at account level. On AWS/GCP: percentage of users in the Account with externalId populated (SCIM-provisioned).,"On Azure, enable AIM in Account Console > Security > User provisioning. On AWS/GCP, configure SCIM provisioning from your corporate IdP and remove manually-created users.",automatic
SCP-EX01-02,"04 - Security, Compliance and Privacy",Identity and access management (extended),Workspaces are identity-federated,Identity federation; Account Console,Identity federation moves identity management from individual workspaces to the account level. It is a prerequisite for AIM and unified governance across workspaces. Legacy workspaces created before identity federation may still have workspace-local users; these create blind spots in audit and lifecycle workflows.,waf_controls_s,100,Percentage of workspaces in the account that have identity federation enabled.,Enable identity federation per workspace via the Account Console. Migrate any workspace-local users to account level.,automatic
SCP-EX01-03,"04 - Security, Compliance and Privacy",Identity and access management (extended),"Bind groups to corporate IdP, not local Databricks groups",SCIM; Automatic Identity Management; Account Console,"Groups created locally in Databricks (via UI or API) do not reflect changes in the corporate directory. When an employee leaves the company, the IdP removes them but the local Databricks group keeps them. Groups should be defined in the IdP (Entra ID, Okta, AD) and provisioned to Databricks via AIM or SCIM. AIM-managed groups appear as 'External' in the UI and are read-only.",waf_controls_s,95,Percentage of groups in the Account that are IdP-sourced (External / have externalId populated) versus locally created.,Recreate locally-created groups in your IdP and provision via AIM/SCIM. Remove or merge the legacy local groups.,automatic
SCP-EX01-04,"04 - Security, Compliance and Privacy",Identity and access management (extended),"Assign workspace entitlements via groups, not individual users",Workspace ACLs; Entitlements; Account Console,"Workspace entitlements (workspace-access, databricks-sql-access, allow-cluster-create, allow-instance-pool-create) granted directly to individual users do not scale and break the joiner/mover/leaver workflow. They should be granted exclusively to groups managed in the corporate IdP. Direct user entitlements are a common audit finding.",waf_controls_s,5,Percentage of workspace entitlement assignments that target an individual USER (vs a GROUP). Lower is better; threshold is the maximum acceptable.,Move per-user entitlements to groups. Use cluster policies and group-based ACLs to enforce least privilege. Service principals are the only acceptable non-group entitlement target.,automatic
SCP-EX01-05,"04 - Security, Compliance and Privacy",Identity and access management (extended),"Assign Unity Catalog permissions via groups, not individual users",Unity Catalog; Account Console,"GRANTs in Unity Catalog (catalog, schema, table, volume, model, function) issued directly to users replicate the same lifecycle problem as workspace entitlements. Permission models should be group-driven, with ownership transferred to a service principal where appropriate.",waf_controls_s,5,Percentage of GRANTs across system.information_schema.*_privileges where grantee_type = 'USER'. Lower is better; threshold is the maximum acceptable.,Refactor user-level GRANTs to GROUP GRANTs. Audit `system.information_schema.*_privileges` regularly to detect new direct grants.,automatic
SCP-EX01-06,"04 - Security, Compliance and Privacy",Identity and access management (extended),Audit identity sync events regularly,system.access.audit; AIM audit tags,"AIM and SCIM emit audit events that should be reviewed periodically to detect drift: manually-created users in the Account, unexpected group memberships, identities deactivated by IdP but with active tokens. Without a recurring review process, automated identity sync becomes a black box.",,,Does the team have a recurring (at least monthly) review of identity sync audit events from system.access.audit (filtered by endpoint='autoUserCreation' and aadBrowserLogin)?,Stand up a dashboard or scheduled job that surfaces AIM/SCIM audit events from system.access.audit. Assign a quarterly review owner.,qualitative
SCP-EX02-01,"04 - Security, Compliance and Privacy",Data protection (extended),"Encrypt data in transit (Spark wire encryption, TLS-only storage, Compliance Security Profile)",Cluster policy; Compliance Security Profile; Spark configuration; Cloud storage policies,"Network privacy via Private Link (SCP-03-06) keeps traffic off the public internet, but it does NOT encrypt traffic between executors or between the cluster and storage. Wire encryption is a separate control: enable spark.network.crypto.enabled=true via cluster policies, enforce HTTPS-only on cloud storage (S3 bucket policy aws:SecureTransport, ADLS supportsHttpsTrafficOnly), require TLS 1.2+ on workspace endpoints, and turn on Compliance Security Profile for sensitive workspaces (it forces wire encryption automatically).",waf_controls_s,100,Percentage of clusters with wire encryption enabled (spark.network.crypto.enabled=true) AND percentage of workspaces with Compliance Security Profile or equivalent enforced.,Add a cluster policy that requires spark.network.crypto.enabled=true. Apply HTTPS-only bucket/container policies to all storage backing UC catalogs. Enable Compliance Security Profile on workspaces handling regulated data.,automatic
R-01-01,05 - Reliability,Design for failure,Use a data format that supports ACID transactions,Delta Lake,"Delta Lake is an open source storage format that brings reliability to data lakes. Delta Lake provides ACID transactions, schema enforcement, scalable metadata handling, and unifies streaming and batch data processing. Delta Lake runs on top of your existing data lake and is fully compatible with Apache Spark APIs. Delta Lake on Databricks allows you to configure Delta Lake based on your workload patterns. 

AWS | Azure | GCP",waf_controls_r,80,% of UC tables stored in DELTA/ICEBERG format (ACID-capable).,"Standardize on Delta/Iceberg tables for transactional reliability.
- Delta Lake overview: https://docs.databricks.com/aws/en/delta/
- ACID guarantees explanation: https://docs.databricks.com/aws/en/lakehouse/acid
- Prioritize critical datasets and pipelines; add schema enforcement and expectations where appropriate.",automatic
R-01-02,05 - Reliability,Design for failure,Use a resilient distributed data engine for all workloads,Apache Spark; Photon,"Apache Spark, as the compute engine of the Databricks lakehouse, is based on resilient distributed data processing. In case of an internal Spark task not returning a result as expected, Apache Spark automatically reschedules the missing tasks and continues with the execution of the entire job. This is helpful for failures outside the code, like a short network issue or a revoked spot VM. Working with both the SQL API and the Spark DataFrame API comes with this resilience built into the engine.

In the Databricks lakehouse, Photon, a native vectorized engine entirely written in C++, is high performance compute compatible with Apache Spark APIs. 

AWS | Azure | GCP",waf_controls_r,80,Percentage of applicable resources that satisfy: Use a resilient distributed data engine for all workloads.,"Apache Spark, as the compute engine of the Databricks lakehouse, is based on resilient distributed data processing.",automatic
R-01-03,05 - Reliability,Design for failure,Automatically rescue invalid or nonconforming data,Delta Live Tables,"Invalid or nonconforming data can lead to crashes of workloads that rely on an established data format. To increase the end-to-end resilience of the whole process, it is best practice to filter out invalid and nonconforming data at ingestion. Supporting rescued data ensures you never lose or miss out on data during ingest or ETL. The rescued data column contains any data that wasn’t parsed, either because it was missing from the given schema, because there was a type mismatch, or the column casing in the record or file didn’t match that in the schema. 

AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_r,30,% of compute usage attributed to Lakeflow/Delta Live Tables pipelines (from system.billing.usage usage_metadata.dlt_pipeline_id).,"Increase adoption of managed pipelines (Lakeflow Spark Declarative Pipelines / DLT) for built-in orchestration, quality, and recovery.
- Configure serverless pipelines: https://docs.databricks.com/aws/en/ldp/serverless
- Lakeflow SDP overview: https://docs.databricks.com/gcp/en/ldp/
- Migrate brittle jobs first (multi-step ETL with retries/backfills); standardize expectations and monitoring.",automatic
R-01-04,05 - Reliability,Design for failure,Configure jobs for automatic retries and termination,Databricks Workflows,"Distributed systems are complex, and a failure at one point can potentially cascade throughout the system.

Databricks jobs support an automatic retry policy that determines when and how many times failed runs are retried.

Delta Live Tables also automates failure recovery by using escalating retries to balance speed with reliability. See Development and production modes.

On the other hand, a task that hangs can prevent the whole job from finishing, thus incurring high costs. Databricks jobs support a timeout configuration to terminate jobs that take longer than expected. 

AWS | Azure | GCP",waf_controls_r,80,Percentage of applicable resources that satisfy: Configure jobs for automatic retries and termination.,"Distributed systems are complex, and a failure at one point can potentially cascade throughout the system.",automatic
R-01-05,05 - Reliability,Design for failure,Use a scalable and production-grade model serving infrastructure,Databricks Model Serving,"For batch and streaming inference, use Databricks jobs and MLflow to deploy models as Apache Spark UDFs to leverage job scheduling, retries, autoscaling, and so on. 
Model serving provides a scalable and production-grade model real-time serving infrastructure. It processes your machine learning models using MLflow and exposes them as REST API endpoints. This functionality uses serverless compute, which means that the endpoints and associated compute resources are managed and run in the Databricks cloud account. 

AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_r,20,% of ML compute usage attributed to Mosaic AI Model Serving (billing_origin_product / sku mapping).,"Use Mosaic AI Model Serving for production inference (reliability, scaling, governance).
- Model Serving overview: https://docs.databricks.com/aws/en/machine-learning/model-serving/
- Cost/usage monitoring via system tables: https://docs.databricks.com/aws/en/admin/system-tables/model-serving-cost
- Move ad-hoc notebook inference to endpoints; set autoscaling + logging/monitoring and rollout strategy.",automatic
R-01-06,05 - Reliability,Design for failure,Use managed services for your workloads,Databricks Platform,"Leverage managed services of the Databricks Data Intelligence Platform like serverless compute, model serving, or Delta Live Tables where possible. These services are - without extra effort by the customer - operated by Databricks in a reliable and scalable way, making workloads more reliable.

AWS | Azure | GCP
AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_r,50,% of compute usage running on serverless SKUs.,"Prefer serverless for steady-state reliability (fewer cluster ops) where workload/network constraints allow.
- Serverless SQL warehouses: https://docs.databricks.com/aws/en/admin/sql/serverless
- Serverless pipelines: https://docs.databricks.com/aws/en/ldp/serverless
- Define ‘serverless-first’ defaults in your platform standards and exceptions process.",automatic
R-02-01,05 - Reliability,Manage data quality,Use a layered storage architecture,Databricks Lakehouse Architecture,"Curate data by creating a layered architecture and ensuring data quality increases as data moves through the layers. A common layering approach is:

Raw layer (bronze): Source data gets ingested into the lakehouse into the first layer and should be persisted there. When all downstream data is created from the raw layer, rebuilding the subsequent layers from this layer is possible if needed.

Curated layer (silver): The purpose of the second layer is to hold cleansed, refined, filtered and aggregated data. The goal of this layer is to provide a sound, reliable foundation for analyses and reports across all roles and functions.

Final layer (gold): The third layer is created around business or project needs. It provides a different view as data products to other business units or projects, preparing data around security needs (such as anonymized data) or optimizing for performance (such as with pre aggregated views). The data products in this layer are seen as the truth for the business.

The final layer should only contain high-quality data and can be fully trusted from a business point of view.
AWS | Azure | GCP",waf_controls_r,80,Percentage of applicable resources that satisfy: Use a layered storage architecture.,Curate data by creating a layered architecture and ensuring data quality increases as data moves through the layers.,automatic
R-02-02,05 - Reliability,Manage data quality,Improve data integrity by reducing data redundancy,Databricks Platform,"Copying or duplicating data creates data redundancy and will lead to lost integrity, lost data lineage, and often different access permissions. This will decrease the quality of the data in the lakehouse. A temporary or throwaway copy of data is not harmful on its own - it is sometimes necessary for boosting agility, experimentation and innovation. However, if these copies become operational and regularly used for business decisions, they become data silos. These data silos getting out of sync has a significant negative impact on data integrity and quality, raising questions such as “Which data set is the master?” or “Is the data set up to date?”.

AWS | Azure | GCP",waf_controls_r,80,Percentage of applicable resources that satisfy: Improve data integrity by reducing data redundancy.,"Copying or duplicating data creates data redundancy and will lead to lost integrity, lost data lineage, and often different access permissions.",automatic
